,Time,Experience,Role,Industry,Size,Company,Salary,Remote,Locations,Tags,Min_Salary,Max_Salary,Currency,Min_Annual_Eur_Salary,Max_Annual_Eur_Salary,Additional
372,Full-time,Mid-Level,Frontend Developer,,,, 10000 - 18000 PLN ,, Katowice ,"['react', 'javascript', 'css', 'html', 'git', 'sass', 'wzorce projektowe', 'english', 'team player', 'communication skills', 'problem solving', 'solid']",10000.0,18000.0,PLN,26200.873362445414,47161.572052401745,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
373,Full-time,Mid-Level,Android Developer,,,, 10000 - 13000 PLN ,, Lublin ,"['java', 'git', 'sql', 'polish', 'rest', 'oracle db', 'postgresql', 'microservices architecture', 'kotlin', 'sqlite', 'english', 'team player', 'communication skills', 'problem solving']",10000.0,13000.0,PLN,26200.873362445414,34061.135371179036,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
374,Full-time,Mid-Level,Test Engineer,,,, 600k - 1.2M HUF ,, Budapest ,"['.net', 'sql server', 'microsoft', 'entity framework', 'azure', 'visual studio']",600000.0,1200000.0,HUF,1630.74497866442,3261.48995732884,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
375,Full-time,Mid-Level,Junior DevOps Engineer,,,, 6000 - 8000 PLN ,, Warszawa ,"['linux', 'docker', 'azure', 'virtualization', 'windows', 'english', 'python', 'shell', 'kubernetes', 'team player']",6000.0,8000.0,PLN,15720.524017467249,20960.69868995633,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
376,Full-time,Mid-Level,Senior .NET Developer,,,, 16000 - 24000 PLN ,, Kraków ,"['.net', 'sql', 'ms sql', 'nhibernate', 'javascript', 'typescript', 'c#', 'architecture', 'performance profiling', 'team player', 'communication skills', 'problem solving', 'proactivity', 'azure', 'docker', 'react', 'angularjs', 'kubernetes', 'nosql', 'ci / cd']",16000.0,24000.0,PLN,41921.39737991266,62882.096069868996,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
377,Full-time,Mid-Level,Senior Python Developer,,,, 14000 - 18000 PLN ,," Wrocław, London, Los angeles ","['python', 'django', 'postgresql', 'git', 'english', 'celery', 'graphql', 'polish', 'team player', 'communication skills', 'leadership skills', 'critical thinking', 'problem solving', 'proactivity']",14000.0,18000.0,PLN,36681.22270742358,47161.572052401745,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Unlimited Paid Holiday ': None}"
378,Full-time,Mid-Level,Senior Test Automation Engineer,,,, 100 - 120 PLN ,," Warszawa, Warszawa, Warszawa ","['selenium', 'java', 'sql', 'jira', 'javascript', 'rest', 'soapui', 'soap', 'appium', 'git', 'cucumber', 'ci/cd', 'api testing', 'english', 'polish', 'team player', 'communication skills', 'leadership skills', 'critical thinking', 'problem solving', 'proactivity']",100.0,120.0,PLN,41921.39737991266,50305.676855895195,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
379,Full-time,Mid-Level,Backend Developer,,,, 100 - 125 PLN ,, Warszawa ,"['java', 'spring', 'microservices', 'polish', 'team player', 'communication skills', 'problem solving', 'proactivity', 'rabbitmq', 'tdd']",100.0,125.0,PLN,41921.39737991266,52401.74672489083,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
380,Full-time,Mid-Level,iOS Mid Developer,,,, 11000 - 16000 PLN ,, Warsaw ,"['swift', 'git', 'ios', 'knowledge of firebase', 'english', 'team player', 'communication skills', 'critical thinking', 'problem solving', 'rest', 'alamofire', 'polish']",11000.0,16000.0,PLN,28820.960698689956,41921.39737991266,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
381,Full-time,Mid-Level,PHP Developer,,,, 8000 - 12000 PLN ,," Katowice, Czechowice-dziedzice ","['php', 'polish', 'mysql', 'symfony', 'git', 'rest', 'docker', 'unit test', 'microservices', 'html', 'communication skills', 'problem solving']",8000.0,12000.0,PLN,20960.69868995633,31441.048034934498,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
382,Full-time,Mid-Level,Java Full Stack Developer,,,, 100 - 120 PLN ,, Warszawa ,"['java', 'javascript', 'pl/sql', 'rwd', 'spring', 'java ee', 'node', 'babel/ webpack', 'ajax', 'web components', 'english']",100.0,120.0,PLN,41921.39737991266,50305.676855895195,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
383,Full-time,Mid-Level,Remote Fullstack Wordpress Developer,,,, 7800 - 12000 PLN ,, Łódź ,"['javascript', 'html', 'css', 'git', 'rest', 'php', 'wordpress', 'english', 'polish', 'communication skills', 'proactivity', 'docker', 'aws']",7800.0,12000.0,PLN,20436.681222707422,31441.048034934498,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No ', ' Płaska struktura ': None, ' Praca projektowa ': None}"
384,Full-time,Mid-Level,Software Engineer,,,, 14000 - 28000 PLN ,, Warsaw ,"['java', 'english', 'team player', 'communication skills', 'problem solving', 'proactivity', 'git', 'aws', 'spark', 'hadoop', 'kafka', 'leadership skills', 'critical thinking']",14000.0,28000.0,PLN,36681.22270742358,73362.44541484716,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
385,Full-time,Mid-Level,Android Developer,,,, 12000 - 17000 PLN ,," Kraków, Wrocław ","['java', 'kotlin', 'git', 'android', 'android sdk', 'english', 'team player', 'communication skills', 'problem solving', 'proactivity', 'ios', 'swift', 'objective c']",12000.0,17000.0,PLN,31441.048034934498,44541.4847161572,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
386,Full-time,Mid-Level,Angular Dev - Sénior [ˈse.njor],,,, 90 - 135 PLN ,, Kraków ,"['angular', 'javascript', 'css', 'typescript', 'git', 'rxjs', 'english', 'leadership skills']",90.0,135.0,PLN,37729.257641921395,56593.886462882096,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
387,Full-time,Mid-Level,Junior AIOps Software Consultant,,,, 7000 - 9000 PLN ,, Kraków ,"['experience in java or .net or php or python etc', 'english', 'communication skills', 'linux', 'french', 'german', 'russian']",7000.0,9000.0,PLN,18340.61135371179,23580.786026200873,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
388,Full-time,Mid-Level,Senior Android Developer (80%Kotlin),,,, 80 - 125 PLN ,, Warszawa ,"['java', 'kotlin', 'git', 'android', 'english']",80.0,125.0,PLN,33537.11790393013,52401.74672489083,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
389,Full-time,Mid-Level,Remote DevOps Engineer - CI/CD,,,, 12000 - 18000 PLN ,, Warsaw ,"['python', 'linux', 'git', 'docker', 'ansible', 'ci/cd', 'bash', 'jenkins']",12000.0,18000.0,PLN,31441.048034934498,47161.572052401745,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
390,Full-time,Mid-Level,Java/Kotlin Developer,,,, 8000 - 13000 PLN ,, Wrocław ,"['java or kotlin', 'spring', 'hibernate', 'sql', 'kotlin', 'springboot', 'gradle', 'english', 'polish']",8000.0,13000.0,PLN,20960.69868995633,34061.135371179036,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Referral bonus ': None}"
391,Full-time,Mid-Level,Senior HPC/SCP Engineer,,,, 17000 - 20000 PLN ,, Warsaw ,"['linux', 'windows server', 'unix', 'aws', 'docker', 'kubernetes', 'english', 'team player', 'communication skills', 'critical thinking', 'problem solving', 'shell', 'python', 'vmware', 'security', 'gpc', 'azure', 'hpc']",17000.0,20000.0,PLN,44541.4847161572,52401.74672489083,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (14000 PLN) ', ' Freedom to choose tools ': ' Yes '}"
392,Full-time,Mid-Level,Junior Android Developer,,,, 7000 - 8000 PLN ,, Warsaw ,"['java', 'kotlin', 'git', 'rest', 'rxjava', 'dagger', 'gradle', 'mvvm', 'android', 'english']",7000.0,8000.0,PLN,18340.61135371179,20960.69868995633,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' 20 % ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
393,Full-time,Mid-Level,"Software Testing Engineer, with Python",,,, 11000 - 13500 PLN ,, Kraków ,"['java', 'sql', 'selenium', 'python']",11000.0,13500.0,PLN,28820.960698689956,35371.17903930131,"{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-03-30 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
394,Full-time,Mid-Level,.NET Engineer,,,, 8000 - 10000 PLN ,," Opalenica, Chełmża ","['.net', 'visual studio', 'rest', 'mvc', 'sql server', 'microsoft', 'angular', 'sql', 'english', 'communication skills', 'problem solving', 'proactivity']",8000.0,10000.0,PLN,20960.69868995633,26200.873362445414,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
395,Full-time,Mid-Level,Test Automation Engineer,,,, 10000 - 15000 PLN ,, Warsaw ,"['selenium', 'java', 'sql', 'testng', 'git', 'oracle', 'polish', 'rest', 'jenkins', 'soapui', 'english', 'critical thinking', 'problem solving']",10000.0,15000.0,PLN,26200.873362445414,39301.31004366812,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (2000 PLN) ', ' Freedom to choose tools ': ' No '}"
396,Full-time,Mid-Level,Mid Unix/Shell Developer,,,, 13000 - 18000 PLN ,, Warszawa ,"['sql', 'shell', 'unix', 'perl', 'pl/sql', 'english', 'communication skills', 'jee', 'team player', 'critical thinking', 'problem solving']",13000.0,18000.0,PLN,34061.135371179036,47161.572052401745,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
397,Full-time,Mid-Level,Senior Data Analyst (REMOTE),,,, 115 - 130 PLN ,, Warszawa ,"['jira', 'python', 'ms sql', 'database', 'data warehouses', 'data analytics tools', 'team player', 'attention to detail', 'analytical skills', 'organizational skills', 'polish', 'english', 'critical thinking', 'proactivity', 'r', 'oracle', 'wd', 'sas', 'hive']",115.0,130.0,PLN,48209.60698689956,54497.81659388646,"{' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (6 months) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
398,Full-time,Mid-Level,Frontend Developer,,,, 8000 - 11000 PLN ,, Gdańsk ,"['sass', 'html5', 'css3', 'rest (web api)', 'english', 'team player', 'communication skills', 'problem solving', 'proactivity', 'git', 'vue.js', 'svn']",8000.0,11000.0,PLN,20960.69868995633,28820.960698689956,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
399,Full-time,Mid-Level,Senior Java Developer,,,, 15000 - 17000 PLN ,, Sopot ,"['java', 'git', 'rest', 'sql', 'nosql', 'postgresql', 'spring boot', 'ms sql', 'gradle', 'soap', 'activemq', 'min. 4 years of experience']",15000.0,17000.0,PLN,39301.31004366812,44541.4847161572,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
400,Full-time,Mid-Level,Frontend Developer,,,, 12000 - 16000 PLN ,, Warsaw ,"['javascript', 'rest', 'react', 'english', 'polish', 'team player', 'communication skills', 'problem solving', 'proactivity', 'typescript', 'webpack', 'vue.js', 'critical thinking']",12000.0,16000.0,PLN,31441.048034934498,41921.39737991266,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
401,Full-time,Mid-Level,Backend Engineer,,,, 8000 - 16000 PLN ,, Warsaw ,"['python', 'django', 'postgresql', 'git', 'english', 'flask', 'celery', 'docker', 'redis', 'elasticsearch', 'javascript', 'memcached', 'mercurial', 'aws', 'html5/css3']",8000.0,16000.0,PLN,20960.69868995633,41921.39737991266,"{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
402,Full-time,Mid-Level,Junior Delphi Developer,,,, 2600 - 4000 PLN ,," Opole, Gdańsk, Bydgoszcz ","['delphi', 'sopa', 'ms sql', 'sql', 'firebird', 'polish', 'team player', 'communication skills', 'php', 'unidac', 'fastreport.', 'english']",2600.0,4000.0,PLN,6812.227074235808,10480.349344978165,"{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
