job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,Junior,Mobile Developer,"Finance, Financial Services, Financial Technology",51–200 people,Private,£25k - 35k (British Pounds),None,"London,UK","['android', 'java', 'mobile', 'rx-java', 'kotlin']"
Full-time,None,None,"Computer Software, Data & Analytics",1k–5k people,Private,None,None,"London,UK","['prometheus', 'linux', 'cassandra', 'elasticsearch', 'kubernetes']"
Full-time,None,None,None,None,None,None,None,"Lucknow,India","['wordpress', 'javascript', 'html']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Mobile Application, Web Design, Web Development",11–50 people,Private,€15k - 60k (Euros),Remote,Noofficelocation,[]
Full-time,"Senior, Lead",None,"Aerospace, Defence & Security, Defense",10k+ people,Private,None,None,"Rochester,VereinigtesKönigreich","['design', 'user-interface']"
Full-time,None,None,None,None,None,None,None,"Surat,India","['php', 'javascript']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Industrial Automation, Internet of Things",201–500 people,Private,None,None,"Chicago,IL","['reactjs', 'javascript', 'python', 'html5', 'css3']"
Full-time,Mid-Level,QA/Test Developer,"Customer Data Platform, Legal Technology, Software Development / Engineering",201–500 people,VC Funded,None,None,"Washington,DC","['jira', 'automation', 'sql']"
Full-time,None,None,None,None,None,None,None,"Kolkata,India","['wordpress', 'oop', 'php']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['python', 'django', 'ruby']"
Full-time,"Junior, Mid-Level, Senior",None,"Artificial Intelligence, Consulting, Software Development / Engineering",10k+ people,Private,None,None,"Munich,Germany","['machine-learning', 'apache-spark', 'git', 'python', 'sql']"
Full-time,None,Data Scientist,None,None,None,None,None,"Ahmedabad,India","['python', 'php', 'r']"
Full-time,None,None,None,None,None,None,None,"Sapporo,Japan","['c++', 'c#', '.net']"
Full-time,"Junior, Mid-Level",None,"Electronics, Software Development / Engineering, Web Development",51–200 people,Private,None,None,"München,Deutschland","['reactjs', 'javascript', 'node.js']"
Full-time,None,System Administrator,"Artificial Intelligence, Enterprise Software, Machine Learning",501–1k people,Private,None,None,"Franklin,MA","['sysadmin', 'automation', 'web-services']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['asp.net-mvc', 'c#', '.net']"
Full-time,"Junior, Mid-Level, Senior",None,"Information Technology, Retail",1k–5k people,Private,None,None,"Köln,Germany","['java', 'angular', 'wicket', 'python', 'hadoop']"
Full-time,Mid-Level,Backend Developer,"eCommerce, Home Furnishings, Manufacturing",201–500 people,VC Funded,$90k - 110k (US Dollars),On-siteandlimitedremote,"Gardena,CA",[]
Full-time,None,Frontend Developer,None,None,None,None,None,"Surat,India","['php', 'ajax', '.net']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['java', 'sql', 'java-ee']"
Full-time,"Mid-Level, Senior",Backend Developer,"E-Commerce, Media, Platforms",51–200 people,Private,$40k - 80k (US Dollars),None,"Teheran-ro108-gil,SouthKorea","['java', 'spring-framework', 'redis-cache', 'aws', 'linux']"
Full-time,None,"Frontend Developer, Full Stack Developer",None,None,None,None,None,"München,Deutschland","['angularjs', 'node.js', 'design']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Kimitsu,Japan","['android', 'ios', 'swift']"
Full-time,None,"DevOps, QA/Test Developer",None,None,None,None,None,"Bengaluru,India","['sql', 'sql-server']"
Full-time,Senior,"Backend Developer, Full Stack Developer","Data Science, Genomics, Geographic Information System",11–50 people,VC Funded,$120k - 140k (US Dollars),Remote,"Cambridge,MA",[]
Full-time,Lead,None,"Cloud Computing, Data & Analytics, Security",51–200 people,Private,None,None,"Richmond,VA","['security', 'cloud']"
Full-time,"Senior, Manager",Backend Developer,"eCommerce, Financial Technology, Information Technology",1k–5k people,Private,None,None,"KhwaengBangChak,Thailand","['spring', 'java', 'postgresql', 'rabbitmq', 'spring-kafka']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'cloud', 'spring']"
Full-time,Senior,"Frontend Developer, Full Stack Developer","Enterprise Web Solutions, Legal, Legal Technology",11–50 people,Private,None,None,"SanFrancisco,CA","['ruby-on-rails', 'ember.js', 'javascript', 'heroku', 'postgresql']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, Frontend Developer","Online Travel, Travel & Tourism",201–500 people,None,None,None,"Halfweg,Netherlands","['reactjs', 'rest', 'css']"
Full-time,None,None,None,None,None,None,None,"Kochi,India","['.net', 'c#', 'sql-server']"
Full-time,None,None,None,None,None,None,None,"Lucknow,India","['c#', '.net', 'asp.net']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['php', 'ruby', 'linux']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Computer Software, Information Technology, Logistics & Distribution",10k+ people,Public,None,On-siteandlimitedremote,"Lowell,AR",[]
Full-time,None,None,None,None,None,None,None,"Pune,India","['javascript', 'node.js', 'angularjs']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['java', 'php', 'sql']"
Full-time,Senior,None,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Bengaluru,India","['wpf', 'c#', '.net']"
Full-time,None,Designer,None,None,None,None,None,"ShibuyaCity,Japan","['amazon-web-services', 'c#', 'user-experience']"
Full-time,"Mid-Level, Senior",QA/Test Developer,Internet of Things,11–50 people,Private,$70k - 100k (US Dollars),None,"Minneapolis,MN","['selenium', 'python', 'qa', 'git']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['go', 'ruby-on-rails', 'amazon-web-services']"
Full-time,None,Embedded Developer,Consumer Electronics,10k+ people,Public,None,None,"Shanghai,China","['embedded', 'c++', 'c']"
Full-time,Mid-Level,None,E-Commerce,1k–5k people,None,None,None,"Munich,Germany",['microsoft-dynamics-nav']
Full-time,Senior,None,"Computer Vision, Drones, Geographic Information System",11–50 people,Private,None,None,"Washington,DC","['c++', 'python', 'opencv', 'node.js', 'gis']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['php', 'javascript', 'objective-c']"
Full-time,None,None,None,None,None,None,None,"Piscataway,NJ","['design', 'automated-tests']"
Full-time,"Junior, Mid-Level",Full Stack Developer,"E-Commerce, Financial Technology, Marketplace",201–500 people,VC Funded,$65k - 110k (US Dollars),None,"Leawood,KS","['rest', 'reactjs', 'node.js', 'kotlin', 'sql']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Kochi,India","['php', 'jquery', 'javascript']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['selenium', 'java', 'automation']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['asp.net', 'c#', '.net']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['wcf', 'c#', '.net']"
Full-time,Junior,QA/Test Developer,"Collaboration Tools, Enterprise Software",201–500 people,Private,$70k - 80k (US Dollars),None,"SaratogaSprings,NY","['qa', 'testing', 'automated-tests']"
Full-time,None,None,"Automotive, Information Technology, Software Development",51–200 people,Private,None,None,"Lisboa,Portugal","['tdd', 'agile', 'kotlin', 'go', 'scala']"
Full-time,"Mid-Level, Senior",DevOps,None,None,None,None,None,"Trollhättan,Sweden","['linux', 'shell', 'azure', 'gcp', 'infrastructure-as-code']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Advertising, Internet Classifieds, Real Estate",51–200 people,Private,None,None,"Milano,Italy","['javascript', 'css3', 'sass', 'reactjs', 'webpack']"
Full-time,None,Data Scientist,None,None,None,None,None,"Kyoto,Japan","['python', 'r', 'go']"
Full-time,None,None,None,None,None,None,None,"NewDelhi,India","['reactjs', 'javascript', 'css']"
Full-time,Mid-Level,QA/Test Developer,None,None,None,None,None,"Bochum,Deutschland",['testing']
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'ios', 'android']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['css', 'user-interface', 'html']"
Full-time,None,Mobile Developer,"Health Care, Information Technology",10k+ people,Private,None,None,"St.Louis,MO","['ios', 'android', 'java']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"ShinagawaCity,Japan","['amazon-web-services', 'qa', 'node.js']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"E-Commerce, Events, SaaS",11–50 people,Private,None,Remote,Noofficelocation,[]
Full-time,Senior,DevOps,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Cluj-Napoca,Romania","['amazon-web-services', 'reactjs', 'cloud']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Internet Classifieds, Real Estate, Web Development",11–50 people,Private,€36k - 60k (Euros),None,"Cluj-Napoca,Romania","['react', 'python', 'postgresql', 'javascript', 'django']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['php', 'ruby', 'go']"
Full-time,None,None,None,None,None,None,None,"Tachikawa,Japan","['css', 'html', 'html5']"
Full-time,None,Product Manager,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Prineville,OR","['project-management', 'clojure']"
Full-time,"Senior, Lead","Backend Developer, DevOps","Artificial Intelligence, Cloud Services, Enterprise Software",11–50 people,Private,None,Remote,"Washington,DC",[]
Full-time,"Senior, Lead","Product Manager, System Administrator","Cloud Services, Information Technology",10k+ people,Public,None,None,"SanFrancisco,CA","['java', 'c#', 'j2ee', 'spring', 'amazon-web-services', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['azure', 'asp.net-web-api', 'powershell']"
Full-time,Senior,Frontend Developer,"Entertainment, Music",51–200 people,Private,None,None,"Denver,CO","['javascript', 'reactjs', 'css', 'node.js', 'html']"
Full-time,"Senior, Lead",Backend Developer,"Machine Learning, Medical Diagnostics, Medical Software",11–50 people,VC Funded,$70k - 120k (US Dollars),Remote,Noofficelocation,[]
Full-time,"Junior, Mid-Level, Senior","Backend Developer, Frontend Developer, Full Stack Developer","Collaboration Tools, Intranet Software",11–50 people,Private,None,None,"Hamburg,Deutschland","['java', 'reactjs', 'microservices', 'angularjs', 'kotlin']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Agile Software Development, Data & Analytics, Media",51–200 people,Private,None,On-siteandlimitedremote,"Düsseldorf,Deutschland",[]
Full-time,Mid-Level,"Designer, Product Manager",Digital Media,51–200 people,Public,None,None,"NewYork,NY","['product-management', 'user-experience', 'newsletter', 'e-commerce', 'subscription']"
Full-time,None,DevOps,None,None,None,None,None,"JerseyCity,NJ","['java', 'python', 'sql']"
Full-time,Mid-Level,None,"Business Process Optmization, Business Process Outsourcing, Information Technology",10k+ people,Private,None,None,"London,UK","['powershell', 'testing', 'office365', 'sharepoint']"
Full-time,None,None,None,None,None,None,None,"Kawasaki,Japan","['windows', 'linux', 'java']"
Full-time,None,None,None,None,None,None,None,"NewDelhi,India","['php', 'ajax', 'javascript']"
Full-time,"Mid-Level, Senior",None,"Agile Software Development, Business Process Optmization, Enterprise Software",501–1k people,Private,None,None,"Berlin,Deutschland","['java', 'elasticsearch', 'spring-boot', 'spring-cloud', 'docker']"
Full-time,"Mid-Level, Senior",Embedded Developer,"Agile Software Development, Computer Software, Information Technology",201–500 people,Private,None,None,"Budapest,Hungary","['embedded', 'c', 'autosar', 'microcontroller', 'automotive']"
Full-time,Senior,Mobile Developer,"eCommerce, Enterprise Software, SaaS",501–1k people,VC Funded,$110k - 170k (US Dollars),On-siteandlimitedremote,"Austin,TX",[]
Full-time,Lead,DevOps,"Computer Software, Data & Analytics, Financial Technology",10k+ people,Public,None,None,"Norwalk,CT","['kubernetes', 'aws', 'docker', 'ansible', 'jenkins']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['java', 'web-services', 'php']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['php', 'javascript', 'linux']"
Full-time,Senior,"Frontend Developer, Full Stack Developer","Consulting, Digital Media",11–50 people,Private,None,On-siteandlimitedremote,"LosAngeles,CA",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Fukuoka,Japan","['android', 'osx', 'amazon-web-services']"
Full-time,Lead,Full Stack Developer,"Computer Software, Financial Technology, Machine Learning",51–200 people,Private,None,None,"NewYork,NY","['reactjs', 'javascript', 'web-services', 'typescript', 'node.js']"
Full-time,None,DevOps,None,None,None,None,None,"ShinagawaCity,Japan","['python', 'ansible', 'docker']"
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan","['ruby', 'ruby-on-rails', 'go']"
Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['ios', 'objective-c', 'cocoa']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Durango,CO","['security', 'mobile']"
Full-time,Lead,DevOps,"Energy & Utilities, Green Energy",501–1k people,Private,£90k - 110k (British Pounds),None,"London,UK","['node.js', 'python', 'reactjs', 'kubernetes', 'google-cloud-platform']"
Contract,Senior,Full Stack Developer,None,None,None,None,Remote,Noofficelocation,[]
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Enterprise Web Solutions, Network Engineering, Web Hosting",11–50 people,Private,None,On-siteandlimitedremote,"FrankfurtamMain,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['laravel', 'php', 'ruby']"
Full-time,None,DevOps,None,None,None,None,None,"Kochi,India","['python', 'amazon-web-services']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Online Media, Software Development / Engineering, Web Technology",1k–5k people,Private,None,None,"London,UK","['tizen', 'lg', 'javascript']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['.net', 'sql', 'c#']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Noida,India","['jquery', 'ajax', 'javascript']"
Full-time,Mid-Level,None,Financial Technology,10k+ people,Public,None,None,"Edinburgh,UK","['web-services', 'sql', 'tsql', 'powerbi', 'ssrs-2008']"
Full-time,None,System Administrator,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Berlin,Germany","['sysadmin', 'c++', 'database']"
Full-time,Mid-Level,Database Administrator,"Banking, Finance, Information Technology",10k+ people,Public,None,None,"Amsterdam,Netherlands","['c#', 'sql-server', 'sql', 'ssis', 'etl']"
Full-time,None,None,None,None,None,None,None,"Coimbatore,India","['php', 'javascript', 'mysql']"
Full-time,Mid-Level,None,"Aerospace, Defence & Security, Defense",10k+ people,Private,None,None,"Frimley,UK","['python', 'ada', 'c++', 'c#', 'sql']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['amazon-web-services', 'docker', 'java']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Agile Software Development, Computer Software, Enterprise Software",51–200 people,Private,None,None,"Berlin,Germany","['angularjs', 'javascript', 'php']"
Full-time,"Lead, Manager",System Administrator,"Business Services, Financial Services, Travel Planning",10k+ people,Public,None,None,"BurgessHill,UK","['database', 'nosql', 'sql-server', 'postgresql', 'data-modeling', 'sysadmin']"
Full-time,None,Mobile Developer,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA","['ios', 'objective-c', 'unix']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Chennai,India","['php', 'symfony2', 'coffeescript']"
